victim_id,case_id,victim_name,gender,age,occupation,injury_type,relationship_to_accused,address
VICT000228,CR000192,Wahab Doshi,Male,55,Farmer,None,Friend,"228, Tripathi Chowk, Orai-396277"
VICT000229,CR000193,Samarth Vora,Other,37,Government Employee,Fatal,Stranger,"H.No. 864, Talwar Road, Guntakal 711385"
VICT000230,CR000194,Aarna Bumb,Female,13,Self Employed,Serious,Neighbour,"99/571, Gokhale Street, Visakhapatnam 265577"
VICT000231,CR000195,Qadim Nadig,Male,15,Unemployed,Serious,Family,"H.No. 163, Chaudhry Ganj, Durgapur-962090"
VICT000232,CR000196,Dominic Kohli,Male,43,Government Employee,None,Colleague,"88/078, Tank Street, Amaravati-164094"
VICT000233,CR000197,Pavani Bala,Other,89,Labourer,Serious,Neighbour,"H.No. 66, Golla Path, Coimbatore 397734"
VICT000234,CR000197,Hiral Behl,Female,64,Farmer,None,Friend,"H.No. 084, Brahmbhatt Nagar, Tenali-091454"
VICT000235,CR000198,Jeet Bhasin,Other,24,Government Employee,Minor,Unknown,"50, Dube Zila, Chittoor-751400"
VICT000236,CR000198,Xalak Pal,Female,43,Driver,Minor,Unknown,"H.No. 727, Sandal Nagar, Korba-494793"
VICT000237,CR000198,Warinder Bawa,Male,34,Driver,None,Friend,"H.No. 60, Gade Path, Guna-272124"
VICT000238,CR000199,Ijaya Bir,Female,18,Labourer,Minor,Friend,"43, Wable Street, Satna 921643"
VICT000239,CR000200,Nitara Parekh,Female,27,Student,Minor,Unknown,"836, Bajwa Ganj, Sultan Pur Majra 818578"
VICT000240,CR000201,Vamakshi Rege,Other,78,Labourer,None,Family,"35/815, Varma, Aurangabad-187975"
VICT000241,CR000201,Ikbal Dora,Male,47,Retired,None,Stranger,"36/09, Choudhry Ganj, Aligarh-323967"
VICT000242,CR000202,Wridesh Kade,Male,89,Private Employee,Minor,Family,"H.No. 720, Devi Zila, Aligarh-547320"
VICT000243,CR000203,Sai Dixit,Male,54,Labourer,Fatal,Colleague,"44, Sidhu Chowk, Chapra-426485"
VICT000244,CR000204,Henry Menon,Other,81,Farmer,Serious,Colleague,"H.No. 48, Bose Circle, Parbhani 361866"
VICT000245,CR000205,Tanvi Nagarajan,Female,72,Retired,None,Unknown,"07/282, Patel Path, Srikakulam 819012"
VICT000246,CR000206,Nandini Padmanabhan,Female,54,Farmer,Serious,Stranger,"93/693, Badal Path, Ghaziabad-633746"
VICT000247,CR000207,Vritti Kumer,Other,83,Government Employee,Serious,Family,"H.No. 115, Rama Road, Siliguri 450462"
VICT000248,CR000207,Arya Chana,Female,38,Government Employee,None,Stranger,"18/862, Sinha Ganj, Bangalore-674540"
VICT000249,CR000207,Gaurika Chandra,Female,7,Retired,Minor,Friend,"24/90, Soni Circle, Sambhal-199447"
VICT000250,CR000208,Rudra Ramesh,Male,25,Government Employee,None,Family,"H.No. 790, Sarna Marg, Shimoga 071279"
VICT000251,CR000209,Triya Gour,Other,59,Retired,Minor,Neighbour,"44/026, Anne Nagar, Jaipur 937934"
VICT000252,CR000210,Pooja Prashad,Female,36,Government Employee,Serious,Family,"15, Chaudhuri Marg, New Delhi 079843"
VICT000253,CR000211,Ranveer Divan,Male,85,Farmer,Serious,Friend,"69/69, Vora Marg, Dehri 653154"
VICT000254,CR000212,Theodore Acharya,Male,4,Retired,None,Colleague,"80/302, Boase, Amroha-652584"
VICT000255,CR000213,Ekanta Pandya,Female,48,Labourer,Minor,Neighbour,"20/659, Buch Chowk, Raiganj-512654"
VICT000256,CR000214,Oliver Suri,Male,50,Retired,Minor,Colleague,"H.No. 00, Dar Path, Bhalswa Jahangir Pur 120345"
VICT000257,CR000215,Lakshit Shankar,Male,16,Unemployed,None,Stranger,"95, Sawhney Chowk, Salem 018763"
VICT000258,CR000216,Ati Dubey,Female,78,Farmer,None,Unknown,"56, Dyal Street, Parbhani 025336"
VICT000259,CR000217,Jagdish Pal,Male,40,Driver,Serious,Neighbour,"H.No. 21, Rastogi Road, Meerut-933031"
VICT000260,CR000218,Rachit Behl,Other,18,Self Employed,Serious,Family,"28/529, Rana Marg, Hapur-016144"
VICT000261,CR000219,Bishakha Gaba,Female,50,Driver,Minor,Colleague,"023, Palla, Bhiwandi-969956"
VICT000262,CR000219,Vedika Buch,Female,79,Private Employee,None,Stranger,"90/656, Bahri, Avadi-966117"
VICT000263,CR000220,Ria Palla,Female,4,Student,None,Family,"H.No. 36, Mangat Marg, Bhilwara 085916"
VICT000264,CR000221,Aarav Johal,Male,62,Government Employee,None,Colleague,"95/19, Prabhu, Sangli-Miraj & Kupwad 619033"
VICT000265,CR000222,Nihal Chandran,Male,63,Government Employee,Minor,Unknown,"H.No. 176, Saraf Street, Gangtok-474002"
VICT000266,CR000222,Avi Raghavan,Other,35,Driver,Minor,Friend,"H.No. 540, Basak Zila, Ujjain-853269"
VICT000267,CR000223,Yasti Varkey,Female,12,Driver,Serious,Friend,"H.No. 85, Narasimhan Nagar, Kumbakonam 899417"
VICT000268,CR000224,Qasim Kota,Other,61,Unemployed,Minor,Colleague,"H.No. 695, Chad Nagar, Patna-041147"
VICT000269,CR000225,Tristan Bahl,Male,55,Retired,None,Friend,"H.No. 78, Wadhwa Nagar, Chandrapur 471827"
VICT000270,CR000226,Harita Chahal,Female,85,Retired,Minor,Stranger,"75/163, Hari Nagar, Thane-777455"
VICT000271,CR000227,Lohit Borah,Other,88,Retired,Minor,Stranger,"H.No. 79, Nagarajan Nagar, Muzaffarnagar 751993"
VICT000272,CR000228,Samar Ratta,Other,62,Government Employee,Serious,Neighbour,"H.No. 83, Chowdhury Street, Coimbatore 576818"
VICT000273,CR000229,Champak Goel,Other,88,Unemployed,Minor,Family,"163, Kalita Chowk, Orai 288536"
VICT000274,CR000230,Prisha Chaudry,Female,21,Self Employed,Minor,Unknown,"22, Chakrabarti Street, Panvel-515637"
VICT000275,CR000231,Warhi Mammen,Other,8,Unemployed,Minor,Stranger,"08/23, Badami Road, Rajkot-343294"
VICT000276,CR000232,Divya Som,Female,24,Government Employee,None,Friend,"33, Ram Ganj, Raichur 250560"
VICT000277,CR000233,Tamanna Chhabra,Female,5,Student,None,Family,"869, Dhar Marg, Haldia-967107"
VICT000278,CR000234,Nisha Chakrabarti,Other,24,Self Employed,Minor,Family,"H.No. 34, Kurian Street, Khandwa 584173"
VICT000279,CR000235,Ridhi Joshi,Female,58,Private Employee,Minor,Unknown,"00/938, Brahmbhatt Street, Farrukhabad-556274"
VICT000280,CR000236,Chaitanya Pau,Other,20,Unemployed,Fatal,Neighbour,"116, Dixit Circle, Raichur 362726"
VICT000281,CR000237,Wishi Varma,Female,87,Farmer,Minor,Friend,"45, Chahal Street, Amravati 687575"
VICT000282,CR000238,Ronith Toor,Male,71,Self Employed,None,Family,"63/213, Suri Circle, Sagar 251764"
VICT000283,CR000239,Jasmit Choudhry,Female,46,Government Employee,Serious,Stranger,"H.No. 854, Anand Street, Thrissur-991854"
VICT000284,CR000240,Kabir Kakar,Male,34,Student,Serious,Family,"35, Pant Marg, Belgaum-325156"
VICT000285,CR000241,Saumya Ravel,Female,29,Business,None,Family,"H.No. 896, Prakash Street, Varanasi 458642"
VICT000286,CR000242,Krish Prashad,Male,29,Business,None,Family,"93, Chacko Circle, Ambattur 245969"
VICT000287,CR000243,Waida Sodhi,Other,19,Driver,Serious,Family,"H.No. 37, Vohra Street, Kanpur 137034"
VICT000288,CR000244,Saumya Mane,Female,5,Labourer,None,Unknown,"03/68, Biswas Ganj, Chandrapur 817545"
VICT000289,CR000245,Jairaj Thaker,Male,11,Student,None,Colleague,"16, Koshy Chowk, Deoghar 086676"
VICT000290,CR000246,Samuel Lala,Male,81,Driver,None,Neighbour,"H.No. 12, Choudhary Road, Tezpur-118060"
VICT000291,CR000247,Jatin Narang,Male,6,Student,Serious,Family,"77, Varkey Circle, Kozhikode 365616"
VICT000292,CR000248,Kevin Mishra,Other,47,Retired,None,Friend,"505, Kaul, Shivpuri-404505"
VICT000293,CR000248,Deepa Agrawal,Female,78,Self Employed,Serious,Neighbour,"745, Das Road, Indore 441355"
VICT000294,CR000248,Sachi Dyal,Female,62,Farmer,Minor,Friend,"H.No. 52, Thakur Marg, Bhusawal 678930"
VICT000295,CR000249,Girik Mistry,Male,28,Government Employee,Serious,Stranger,"30/68, Chad Zila, Miryalaguda-528933"
VICT000296,CR000250,Zayan Mohan,Other,2,Private Employee,Serious,Colleague,"81/54, Tara Ganj, Ambattur 990387"
VICT000297,CR000251,Darika Tak,Female,23,Private Employee,None,Unknown,"H.No. 56, Oza Circle, Nanded 154174"
VICT000298,CR000251,Qadim Rama,Male,71,Unemployed,Minor,Friend,"139, Banerjee Ganj, Miryalaguda-487667"
VICT000299,CR000252,Kavya Saini,Female,34,Government Employee,Serious,Colleague,"53, Yohannan Zila, Malegaon-322898"
VICT000300,CR000252,Chanakya Narayanan,Other,59,Student,Minor,Stranger,"H.No. 72, Dey Nagar, Bhubaneswar-487143"
VICT000301,CR000253,Robert Ramanathan,Other,14,Labourer,Serious,Friend,"95/913, Behl Ganj, Karnal 709634"
VICT000302,CR000254,Wyatt Dhar,Male,26,Farmer,Serious,Unknown,"748, Zacharia Path, Karaikudi-965369"
VICT000303,CR000255,Widisha Bajaj,Female,20,Business,Minor,Neighbour,"H.No. 53, Gola Nagar, Panchkula 073641"
VICT000304,CR000256,Upasna Lal,Female,6,Driver,None,Colleague,"49/645, Sehgal Nagar, Mehsana-122268"
VICT000305,CR000257,Omisha Srivastava,Female,90,Private Employee,None,Neighbour,"43, Purohit Zila, Faridabad-804538"
VICT000306,CR000258,Janaki Krishnan,Female,12,Retired,None,Unknown,"H.No. 79, Soni Marg, Jodhpur 900353"
VICT000307,CR000259,Vanya Khatri,Other,86,Government Employee,None,Stranger,"63, Varghese Zila, Amaravati 311924"
VICT000308,CR000259,Ekalinga Chhabra,Other,85,Government Employee,Serious,Unknown,"H.No. 71, Sandal Nagar, Vellore 661286"
VICT000309,CR000260,Patrick Krish,Male,21,Unemployed,Serious,Friend,"711, Singh Nagar, Ratlam 668581"
VICT000310,CR000261,Gautami Choudhry,Female,78,Unemployed,Fatal,Colleague,"H.No. 20, Ratti Zila, Bhilai 805094"
VICT000311,CR000262,Maanav Nath,Other,27,Unemployed,Fatal,Family,"546, Rao Road, Shahjahanpur-061164"
VICT000312,CR000262,Chaitanya Pandya,Male,31,Private Employee,Minor,Neighbour,"91/10, Gill Path, Burhanpur 549551"
VICT000313,CR000263,Bakhshi Dugar,Male,51,Labourer,Minor,Neighbour,"30/90, Borde, Hubli–Dharwad 727470"
VICT000314,CR000263,Triya Sachar,Female,25,Farmer,Minor,Colleague,"H.No. 86, Kala Nagar, North Dumdum 381416"
VICT000315,CR000264,Tanay Sankaran,Other,72,Private Employee,None,Friend,"53/599, Dhaliwal Street, Haridwar-336538"
VICT000316,CR000265,Anita Solanki,Female,87,Driver,None,Neighbour,"69/205, Brahmbhatt Zila, Salem-287201"
VICT000317,CR000266,Nidhi Jha,Other,41,Student,Minor,Stranger,"876, Mani Road, Aizawl 131159"
VICT000318,CR000267,Bhavya Ratti,Female,48,Labourer,None,Unknown,"20/069, Sami Path, Barasat 579359"
VICT000319,CR000268,Lajita Yadav,Female,1,Farmer,Minor,Friend,"70, Pillai Chowk, Khandwa-690143"
VICT000320,CR000269,Laksh Kala,Other,13,Driver,None,Unknown,"18/28, Parmer Zila, Hospet-821599"
VICT000321,CR000269,Jagvi Choudhry,Female,81,Labourer,Serious,Unknown,"H.No. 240, Dube Street, Narasaraopet 771803"
VICT000322,CR000270,Kashvi Nigam,Female,45,Labourer,Fatal,Neighbour,"74, Deshpande Zila, Kurnool-615081"
VICT000323,CR000271,Leena Srinivas,Female,61,Housewife,Serious,Unknown,"H.No. 12, Sabharwal Street, Raipur-800857"
VICT000324,CR000271,Harini Chaudhuri,Female,17,Retired,Serious,Unknown,"H.No. 466, Luthra Marg, Vadodara 590575"
VICT000325,CR000272,Azad Chowdhury,Other,76,Retired,Serious,Family,"51/053, Peri Ganj, Nandyal-165330"
VICT000326,CR000273,Rayaan Madan,Male,47,Driver,Minor,Friend,"80/20, Mistry Road, Surat-624974"
VICT000327,CR000274,Ekani Sahota,Other,82,Government Employee,Minor,Unknown,"72/12, Balay Zila, Asansol-944694"
VICT000328,CR000275,Yuvraj Rajagopal,Male,69,Housewife,None,Stranger,"43/734, Rege Street, Nellore-538777"
VICT000329,CR000275,Chatura Chowdhury,Male,81,Housewife,Minor,Friend,"H.No. 61, Sarna Circle, Gangtok 059590"
VICT000330,CR000275,Rehaan Arora,Male,33,Farmer,Minor,Friend,"H.No. 07, Bala Path, Bhilwara 118885"
VICT000331,CR000276,Harinakshi Roy,Female,59,Farmer,Minor,Colleague,"28/163, Palla Path, Jamshedpur 826812"
VICT000332,CR000277,Pavani Bedi,Female,61,Government Employee,Minor,Family,"706, Chaudry Marg, Tinsukia 954396"
VICT000333,CR000278,Kalpit Oak,Male,71,Retired,Minor,Colleague,"H.No. 083, Nazareth Road, Surat-193524"
VICT000334,CR000278,Dakshesh Ben,Male,19,Private Employee,None,Unknown,"69/05, Misra Circle, Etawah-839967"
VICT000335,CR000279,Mason Chanda,Other,5,Retired,Serious,Neighbour,"H.No. 877, Sehgal Road, Bhalswa Jahangir Pur-068730"
VICT000336,CR000280,Yutika Bains,Female,10,Driver,None,Colleague,"41/196, Sinha Nagar, Faridabad 252183"
VICT000337,CR000281,Wakeeta Saha,Female,81,Farmer,Minor,Family,"663, Shankar Path, Bettiah 310903"
VICT000338,CR000282,Benjamin Mandal,Male,59,Government Employee,Serious,Family,"H.No. 722, Peri, Proddatur-767537"
VICT000339,CR000283,Janaki Yogi,Female,31,Labourer,Minor,Friend,"620, Badami, Jalgaon-982175"
VICT000340,CR000284,Parth Mitra,Male,56,Unemployed,None,Unknown,"112, Grover Zila, Kulti 716366"
VICT000341,CR000285,Vedant Dugar,Other,20,Retired,None,Stranger,"64/46, Vaidya, Berhampore 544719"
VICT000342,CR000286,Amaira Tak,Female,48,Business,Minor,Neighbour,"572, Mukhopadhyay Ganj, Bhimavaram 236603"
VICT000343,CR000286,Harini Loyal,Other,5,Business,Serious,Unknown,"68, Pal Ganj, Nizamabad-877373"
VICT000344,CR000287,Nidra Tak,Female,76,Self Employed,Minor,Family,"H.No. 02, Khurana Chowk, Asansol 524480"
VICT000345,CR000288,Matthew Amble,Male,42,Private Employee,Serious,Neighbour,"H.No. 40, Sinha Path, Nandyal 072151"
VICT000346,CR000289,Yashoda Gulati,Other,55,Unemployed,None,Friend,"00/624, Dada Nagar, Hyderabad-056422"
VICT000347,CR000290,Amrita Gopal,Female,28,Government Employee,None,Neighbour,"H.No. 681, Handa, Udaipur 716456"
VICT000348,CR000291,Onveer Varghese,Other,63,Retired,Serious,Unknown,"35/31, Amble Road, Ratlam 916406"
VICT000349,CR000291,Aarush Mohanty,Other,64,Driver,Serious,Friend,"63, Dutt Marg, Aurangabad-405602"
VICT000350,CR000292,Keya Choudhry,Female,25,Retired,Minor,Stranger,"15/376, Mangal Street, Saharsa-294361"
VICT000351,CR000292,Udyati Luthra,Female,72,Government Employee,None,Friend,"H.No. 478, Ganguly Path, Munger-075724"
VICT000352,CR000293,Raagini Sengupta,Female,5,Farmer,Minor,Family,"80, Mammen Street, Nashik-513066"
VICT000353,CR000294,Warda Lall,Female,90,Government Employee,None,Unknown,"00/37, Johal, Raebareli 456036"
VICT000354,CR000294,Ranbir Butala,Other,19,Farmer,None,Colleague,"96/36, Soni Circle, Darbhanga 556053"
VICT000355,CR000295,Finn Bal,Male,13,Housewife,Minor,Friend,"32, Joshi Street, Satara-207267"
VICT000356,CR000296,Praneel Bahri,Male,11,Retired,None,Colleague,"H.No. 903, Ahuja Circle, Raurkela Industrial Township 812483"
VICT000357,CR000296,Barkha Bhatia,Female,46,Business,Minor,Neighbour,"00/66, Menon, Jalna-501802"
VICT000358,CR000297,Rehaan D’Alia,Male,47,Unemployed,Minor,Family,"06/384, Kara Street, Jalandhar-255479"
VICT000359,CR000298,Omya Shanker,Female,73,Government Employee,Minor,Friend,"H.No. 369, Kalita Ganj, Kadapa-595488"
VICT000360,CR000299,Pushti Bhargava,Other,55,Housewife,Serious,Family,"33/87, Bobal Street, Arrah-947817"
VICT000361,CR000300,Varsha Kalla,Female,71,Private Employee,Minor,Unknown,"887, Sahni Circle, Sagar 149430"
VICT000362,CR000301,Xiti Mistry,Female,61,Business,Minor,Friend,"93/83, Doctor Road, Jehanabad 468837"
VICT000363,CR000302,Geetika Patla,Female,90,Unemployed,Minor,Unknown,"H.No. 312, Rege Circle, Shimoga 533606"
VICT000364,CR000302,Oni Tailor,Other,49,Self Employed,None,Stranger,"78/464, Sane, Bhiwandi-952986"
VICT000365,CR000303,Mitali Barad,Female,58,Driver,Minor,Family,"33, Oza Nagar, Kumbakonam 968636"
VICT000366,CR000303,David Arora,Other,76,Housewife,None,Stranger,"H.No. 60, Mitra Ganj, Nagpur-385620"
VICT000367,CR000304,Raagini Lall,Other,60,Driver,Minor,Neighbour,"H.No. 791, Bhatt Marg, Rampur-436012"
VICT000368,CR000305,Gabriel Wason,Male,62,Government Employee,Serious,Colleague,"H.No. 648, Gera Ganj, Agra 863397"
VICT000369,CR000306,Avi Badal,Male,52,Unemployed,Minor,Stranger,"71/965, Tara Nagar, Kolhapur-984221"
VICT000370,CR000306,Prisha Kara,Female,50,Government Employee,Serious,Unknown,"012, Rajagopalan Zila, Chandrapur 082481"
VICT000371,CR000307,Isha Morar,Other,74,Retired,Fatal,Colleague,"H.No. 17, Singh Marg, Kakinada 642397"
VICT000372,CR000308,Ekantika Doshi,Female,61,Retired,None,Family,"H.No. 428, Parsa Street, Amroha 728359"
VICT000373,CR000309,Ishita Shankar,Female,25,Private Employee,Fatal,Stranger,"H.No. 24, Luthra Street, Ballia-401854"
VICT000374,CR000310,Yachana Mangal,Female,18,Business,Minor,Neighbour,"53/872, Bhardwaj Road, Nashik-141432"
VICT000375,CR000311,Abdul Kannan,Male,63,Driver,None,Colleague,"H.No. 549, Mani Marg, Thanjavur-255736"
VICT000376,CR000312,Saksham Raval,Male,19,Self Employed,None,Colleague,"219, Chakraborty, Muzaffarnagar-623840"
VICT000377,CR000312,Udyati Karpe,Other,23,Government Employee,Serious,Unknown,"H.No. 794, Wagle Zila, Erode-604077"
VICT000378,CR000313,Hitesh Muni,Male,85,Business,Minor,Stranger,"16/29, Verma, Nizamabad-627055"
VICT000379,CR000314,Tanvi Narang,Female,6,Driver,None,Friend,"855, Rattan Nagar, Thoothukudi-178670"
VICT000380,CR000315,Kavya Tiwari,Female,1,Business,Serious,Unknown,"H.No. 720, Dey Road, Hapur-407135"
VICT000381,CR000316,Ubika Kala,Female,5,Retired,None,Stranger,"H.No. 13, Balasubramanian Nagar, Secunderabad 402572"
VICT000382,CR000317,Kashvi Peri,Female,72,Labourer,Serious,Friend,"33, Sridhar Path, Avadi-957280"
VICT000383,CR000318,Dipta Gaba,Female,33,Housewife,None,Unknown,"H.No. 80, Sundaram Road, Satara 126942"
VICT000384,CR000319,Ekta Goda,Female,68,Self Employed,Minor,Unknown,"00/591, Shanker Path, Udaipur 665503"
VICT000385,CR000320,Urishilla Krishnan,Other,4,Retired,Serious,Colleague,"H.No. 75, Parikh Nagar, Danapur 670885"
VICT000386,CR000321,Chatura Pai,Male,64,Unemployed,None,Stranger,"88/762, Chadha Nagar, Bhalswa Jahangir Pur-810755"
VICT000387,CR000322,Timothy Randhawa,Male,53,Government Employee,None,Colleague,"H.No. 847, Bora Nagar, Nandyal-596890"
VICT000388,CR000323,Patrick Saran,Other,27,Farmer,Minor,Colleague,"H.No. 95, Prabhu Chowk, Loni-681463"
VICT000389,CR000324,Suhani Narayan,Female,68,Student,Minor,Friend,"H.No. 64, Keer, Kavali 465911"
VICT000390,CR000324,Amara Devi,Female,47,Housewife,Fatal,Stranger,"H.No. 570, Lad Circle, Srikakulam 195385"
VICT000391,CR000324,Pushti Hegde,Female,73,Driver,None,Colleague,"35/428, Ahluwalia, Guna-902501"
VICT000392,CR000325,Chaaya Sethi,Other,45,Unemployed,Minor,Colleague,"H.No. 238, Seshadri Nagar, Mehsana 998995"
VICT000393,CR000325,Veer Modi,Male,74,Farmer,Minor,Stranger,"H.No. 62, Saxena Circle, Hubli–Dharwad-161611"
VICT000394,CR000325,Harish Kala,Male,46,Housewife,None,Stranger,"94, Agrawal Circle, South Dumdum 655577"
VICT000395,CR000326,Indali Acharya,Female,73,Self Employed,Minor,Friend,"89/63, Sura Chowk, Sikar 916730"
VICT000396,CR000327,Bishakha Cheema,Female,52,Labourer,None,Family,"644, Venkataraman Chowk, Alwar 997500"
VICT000397,CR000328,Yutika Oommen,Female,4,Private Employee,Serious,Friend,"65/04, Sahota Marg, Pallavaram 926686"
VICT000398,CR000329,Omkaar Gupta,Male,8,Self Employed,None,Family,"H.No. 36, Sane Circle, Ramgarh 820803"
VICT000399,CR000330,Gopal Rau,Male,41,Government Employee,Minor,Family,"H.No. 772, Murthy Ganj, Tinsukia 466012"
VICT000400,CR000331,Avni Ganguly,Other,25,Housewife,Minor,Colleague,"H.No. 121, Badal Street, South Dumdum-011591"
VICT000401,CR000332,Christopher Dalal,Male,33,Labourer,None,Family,"74, Aggarwal Ganj, Ghaziabad 110325"
VICT000402,CR000332,Baljiwan Loke,Other,37,Unemployed,Minor,Friend,"74/71, Rout Street, Adoni 274925"
VICT000403,CR000332,Harish Jani,Male,26,Unemployed,Minor,Colleague,"30, Varma Path, Miryalaguda 105609"
VICT000404,CR000333,Chavvi Dua,Female,3,Unemployed,Minor,Unknown,"57/243, Ganesh Nagar, Thanjavur 746704"
VICT000405,CR000334,Dayamai Tripathi,Female,71,Self Employed,Minor,Family,"32/111, Char Street, Dibrugarh 864310"
VICT000406,CR000335,Omaja Deep,Other,51,Self Employed,Minor,Colleague,"393, Bedi Circle, Eluru-801409"
VICT000407,CR000336,Gopal Patel,Other,67,Student,Fatal,Stranger,"189, Bail Path, Bhopal 473443"
VICT000408,CR000337,Tara Purohit,Other,50,Business,None,Family,"62/45, Naik Zila, Dehri-943380"
VICT000409,CR000338,Januja Salvi,Female,39,Unemployed,Minor,Colleague,"238, Upadhyay Nagar, Karnal 701234"
VICT000410,CR000339,Tanay Boase,Other,60,Labourer,Minor,Colleague,"436, Ganesan, Bhatpara 280896"
VICT000411,CR000340,Onkar Rajan,Male,2,Driver,Serious,Family,"47/454, Kohli Ganj, Ludhiana-603691"
VICT000412,CR000341,Arya Balan,Other,8,Housewife,None,Colleague,"H.No. 487, Bhat, Nangloi Jat-629828"
VICT000413,CR000341,Upma Kumar,Female,64,Farmer,Minor,Friend,"24/79, Khalsa Chowk, Kishanganj-944711"
VICT000414,CR000341,Ishanvi Som,Other,36,Private Employee,None,Neighbour,"20/28, Chaudhry Road, Saharanpur 579780"
VICT000415,CR000342,Kamya Rege,Female,74,Private Employee,None,Neighbour,"909, Varghese Nagar, Jammu-537883"
VICT000416,CR000343,Qasim Kale,Male,55,Unemployed,Minor,Colleague,"35/447, Gulati, Bahraich-879556"
VICT000417,CR000343,Sanaya Lata,Female,52,Private Employee,None,Unknown,"49/038, Dugar Nagar, Unnao 947342"
VICT000418,CR000344,Hritik Narang,Male,63,Farmer,None,Family,"668, Goel Ganj, Bokaro-022598"
VICT000419,CR000344,Baghyawati Yadav,Female,55,Unemployed,Minor,Colleague,"783, Date Circle, Shimla 134353"
VICT000420,CR000345,Daniel Kaur,Other,68,Business,None,Neighbour,"885, Behl Ganj, Jalgaon 318320"
VICT000421,CR000346,Zayyan Varty,Male,38,Farmer,Serious,Family,"H.No. 16, Sur Ganj, Bidhannagar-978586"
VICT000422,CR000347,Caleb Thaman,Male,61,Retired,Minor,Neighbour,"H.No. 996, Dara Zila, Haridwar-139021"
VICT000423,CR000348,William Oza,Other,9,Farmer,Minor,Neighbour,"78/467, Kothari Zila, Tinsukia 674438"
VICT000424,CR000348,Saumya Gade,Female,7,Private Employee,Fatal,Family,"H.No. 858, Bhakta Street, Bettiah-172753"
