complainant_id,case_id,complainant_name,gender,age,occupation,religion,caste,mobile_number,address
CMP000212,CR000212,Rudra Johal,Male,46,Labourer,Jain,ST,6510335575,"H.No. 06, Brar Circle, Mumbai 612376"
CMP000213,CR000213,Noah Dugar,Male,60,Government Employee,Muslim,ST,2285011884,"56/783, Borah Chowk, Vijayawada-359771"
CMP000214,CR000214,Kala Balakrishnan,Female,61,Driver,Jain,ST,3510244761,"391, Kala Marg, Baranagar-544005"
CMP000215,CR000215,Nisha Sinha,Female,29,Farmer,Christian,SC,3131767470,"92/76, Khosla Ganj, Gorakhpur-885030"
CMP000216,CR000216,Laksh Dani,Male,70,Farmer,Jain,SC,3017732003,"H.No. 946, Ghose Road, Bikaner 218901"
CMP000217,CR000217,Fitan Magar,Male,29,Driver,Muslim,SC,5008993774,"829, Badal Nagar, Dehri 829342"
CMP000218,CR000218,Andrew Bains,Male,50,Private Employee,Sikh,ST,6236891535,"43/43, Talwar Zila, Kumbakonam-399594"
CMP000219,CR000219,Gaurang Sabharwal,Male,53,Farmer,Jain,OBC,7477655976,"966, Din, Yamunanagar 770932"
CMP000220,CR000220,Harini Palan,Female,40,Business,Christian,SC,9116145414,"931, Atwal Marg, Agra 273255"
CMP000221,CR000221,Harrison Iyer,Male,36,Government Employee,Hindu,General,1299765422,"03, Chaudry Road, Patiala-268428"
CMP000222,CR000222,Ayushman Korpal,Male,26,Self Employed,Jain,ST,2049580211,"33/00, Bora Zila, Chandigarh-319531"
CMP000223,CR000223,Ojas Vasa,Male,41,Business,Jain,SC,5851377601,"263, Pall Marg, Saharsa-381244"
CMP000224,CR000224,Xavier Baria,Male,38,Farmer,Christian,General,7164503587,"011, Sharaf, Bhind-315191"
CMP000225,CR000225,Finn Sarraf,Male,57,Business,Sikh,OBC,5000337317,"H.No. 523, Dewan Road, Kulti 074128"
CMP000226,CR000226,Frederick Bawa,Male,37,Farmer,Jain,SC,7812571511,"15/232, Sahni Path, Aligarh-038700"
CMP000227,CR000227,Chandresh Barad,Male,35,Business,Muslim,SC,9589738475,"H.No. 85, Basak Circle, Jalgaon 196301"
CMP000228,CR000228,Omisha Dass,Female,75,Farmer,Hindu,SC,6928903311,"00, Kalla Street, Ambattur-525078"
CMP000229,CR000229,Ethan Upadhyay,Male,31,Government Employee,Hindu,SC,9111287955,"70/18, Chakrabarti Zila, Baranagar 780903"
CMP000230,CR000230,Devika Buch,Female,44,Homemaker,Sikh,SC,4275464462,"76/71, Dube Nagar, Aurangabad 737285"
CMP000231,CR000231,Mahika Saxena,Female,49,Farmer,Jain,SC,3413400812,"39/72, Varty Chowk, Asansol-019887"
CMP000232,CR000232,Madhav Mishra,Male,69,Student,Jain,ST,3945704248,"H.No. 09, Krishna Chowk, Mau 612044"
CMP000233,CR000233,Ayaan Sundaram,Male,30,Labourer,Muslim,OBC,9398958813,"11/13, Atwal Path, Pali 344976"
CMP000234,CR000234,Yashodhara Tata,Female,57,Self Employed,Jain,General,7216478286,"42/04, Mitter Ganj, Gudivada-117654"
CMP000235,CR000235,Baljiwan Ramanathan,Male,28,Homemaker,Christian,General,7077711208,"41/48, Vohra, Sonipat 863610"
CMP000236,CR000236,Xiti Banik,Female,66,Farmer,Christian,OBC,3229409806,"55/43, Balay Marg, Ramgarh 885923"
CMP000237,CR000237,Chakrika Gour,Female,65,Driver,Hindu,OBC,6905904999,"44/145, Kumar Zila, Buxar-479580"
CMP000238,CR000238,Manya Raman,Female,74,Government Employee,Muslim,SC,8813487571,"H.No. 160, Din Path, Bhiwandi-744531"
CMP000239,CR000239,Udarsh Bhardwaj,Male,74,Farmer,Jain,ST,1237165807,"H.No. 053, Vasa Circle, Dhule 536897"
CMP000240,CR000240,Amara Gokhale,Female,29,Government Employee,Sikh,OBC,2566940438,"H.No. 044, Bath Chowk, Udaipur 106356"
CMP000241,CR000241,Damyanti Aurora,Female,63,Government Employee,Muslim,OBC,7725745005,"H.No. 363, Balasubramanian Street, Kota-784152"
CMP000242,CR000242,Yasti Sane,Female,22,Driver,Jain,ST,6248365905,"46/306, Hora Ganj, Udaipur-886499"
CMP000243,CR000243,Nathaniel Dugar,Male,27,Government Employee,Christian,General,4304376978,"H.No. 127, Tata Road, Panchkula 880646"
CMP000244,CR000244,Pratyush Buch,Male,43,Labourer,Muslim,General,4008978008,"778, Rajagopal Circle, Madanapalle-041671"
CMP000245,CR000245,Abha Krishna,Female,75,Homemaker,Muslim,ST,7376303032,"995, Ramakrishnan Street, Aligarh-301740"
CMP000246,CR000246,Manthan Mutti,Male,26,Government Employee,Hindu,ST,0127692545,"38/86, Balan Nagar, Kottayam-621027"
CMP000247,CR000247,Jeevika Desai,Female,72,Homemaker,Hindu,OBC,4441107799,"H.No. 155, Desai Circle, Jamalpur-008158"
CMP000248,CR000248,Radha Lata,Female,37,Business,Hindu,General,6697523898,"10, Saxena Road, Panchkula-784979"
CMP000249,CR000249,Lipika Dey,Female,40,Business,Muslim,SC,8855317734,"H.No. 713, Lad Nagar, Dehri-977966"
CMP000250,CR000250,Bishakha Agrawal,Female,34,Retired,Muslim,General,7893149729,"H.No. 525, Bandi Circle, Vasai-Virar-808617"
CMP000251,CR000251,Joshua Buch,Male,66,Student,Hindu,SC,7021410268,"H.No. 88, Sidhu Marg, Aurangabad 199582"
CMP000252,CR000252,Chavvi Vaidya,Female,49,Private Employee,Hindu,ST,7254715072,"48/81, Oza Marg, Kirari Suleman Nagar-324003"
CMP000253,CR000253,Darika Sethi,Female,24,Business,Hindu,SC,7896023978,"H.No. 938, Hora Path, Kochi-130498"
CMP000254,CR000254,Jagvi Minhas,Female,72,Labourer,Christian,SC,5487528928,"85/071, Banik Zila, Korba 691699"
CMP000255,CR000255,Anthony Padmanabhan,Male,43,Driver,Hindu,ST,2974641500,"H.No. 86, Sundaram Path, Durg-247179"
CMP000256,CR000256,Ucchal Bali,Female,31,Private Employee,Sikh,SC,9699956847,"907, Andra Ganj, Loni-840697"
CMP000257,CR000257,Urmi Mital,Female,52,Government Employee,Sikh,ST,3544421059,"483, Om Zila, Giridih-513504"
CMP000258,CR000258,Samesh Tailor,Male,39,Homemaker,Sikh,General,6933023718,"710, Sant Chowk, Kavali 281026"
CMP000259,CR000259,Nitesh Rout,Male,59,Farmer,Muslim,ST,0589089338,"H.No. 551, Toor Circle, Jamnagar-024096"
CMP000260,CR000260,Nathan Bali,Male,67,Private Employee,Sikh,SC,9605288583,"787, Sankaran Marg, Sirsa-999216"
CMP000261,CR000261,Jeet Bal,Male,37,Driver,Jain,OBC,6813023090,"03/97, Anand, Gaya 536502"
CMP000262,CR000262,Lakshmi Mohan,Female,39,Labourer,Muslim,OBC,0018052135,"H.No. 69, Khare Street, Madanapalle 806220"
CMP000263,CR000263,Jhalak Korpal,Female,29,Self Employed,Muslim,SC,3025005333,"H.No. 706, Gola Zila, Jamnagar 224431"
CMP000264,CR000264,Chandresh Mahajan,Male,54,Labourer,Sikh,SC,2477840511,"533, Prasad Road, Mango-739037"
CMP000265,CR000265,Wahab Rajagopalan,Male,36,Driver,Hindu,OBC,0632081708,"H.No. 635, Misra Street, Ludhiana 521181"
CMP000266,CR000266,Aradhana Palan,Female,75,Student,Hindu,ST,1697165125,"84/31, Bera Path, Giridih 677139"
CMP000267,CR000267,Xiti Taneja,Female,24,Student,Christian,General,4462681711,"H.No. 963, Vasa Zila, Ghaziabad 257035"
CMP000268,CR000268,Jyoti Madan,Female,65,Labourer,Hindu,OBC,5708005780,"62/31, Boase Path, Dehri-258887"
CMP000269,CR000269,Nicholas Nagy,Male,70,Labourer,Sikh,OBC,5735407831,"H.No. 141, Subramanian Ganj, Dindigul-746379"
CMP000270,CR000270,Urvi Murty,Female,68,Business,Muslim,OBC,2418352486,"35/156, Ratti Path, Dewas-658791"
CMP000271,CR000271,Girik Sundaram,Male,46,Private Employee,Christian,SC,0380547533,"958, Mane, Bhopal-101570"
CMP000272,CR000272,Kai Acharya,Male,58,Labourer,Christian,General,1157149934,"H.No. 92, Naidu Nagar, Hospet-736383"
CMP000273,CR000273,Leela Gill,Female,70,Driver,Muslim,General,5424218310,"H.No. 294, Mody Marg, Bareilly 632535"
CMP000274,CR000274,Turvi Bawa,Female,27,Government Employee,Muslim,SC,4504090570,"60/24, Walla, Bellary-271154"
CMP000275,CR000275,Joshua Mane,Male,30,Government Employee,Muslim,OBC,3461827451,"05/95, Oak Chowk, Muzaffarpur-145129"
CMP000276,CR000276,Ishanvi Sagar,Female,65,Farmer,Jain,OBC,9303127200,"61/25, Goel Zila, Hubli–Dharwad 709278"
CMP000277,CR000277,Pranit Mohanty,Male,66,Driver,Sikh,SC,1564289863,"62/345, Biswas Ganj, Barasat 431504"
CMP000278,CR000278,Yashasvi Varughese,Female,36,Homemaker,Hindu,OBC,6832719684,"59, Chahal Circle, Chandigarh-720323"
CMP000279,CR000279,Jalsa Bhargava,Female,24,Labourer,Christian,OBC,2871507955,"05/86, Comar Road, Ichalkaranji-371850"
CMP000280,CR000280,Isha Sahota,Female,44,Homemaker,Sikh,General,3143452794,"H.No. 788, Ratta Marg, Suryapet 138303"
CMP000281,CR000281,Kala Saxena,Female,74,Retired,Christian,ST,9547256360,"H.No. 16, Munshi Chowk, Kadapa 312329"
CMP000282,CR000282,Ekani Parekh,Female,49,Retired,Hindu,OBC,8791062510,"65/967, Buch Ganj, Muzaffarnagar 129509"
CMP000283,CR000283,Daksha Pandya,Female,27,Driver,Christian,ST,4282704304,"69, Maharaj Nagar, Bikaner-580160"
CMP000284,CR000284,Baghyawati Dixit,Female,49,Driver,Christian,SC,7523631286,"71, Bava Zila, Nashik 422959"
CMP000285,CR000285,Arunima Parekh,Female,52,Student,Muslim,ST,0482366845,"556, Parsa Zila, Jamalpur-618196"
CMP000286,CR000286,Wazir Samra,Male,58,Business,Hindu,SC,4851605067,"76/79, Naidu Circle, Gangtok-868847"
CMP000287,CR000287,Neha Sachdev,Female,62,Labourer,Hindu,OBC,6781869571,"19/42, Devi Chowk, Sultan Pur Majra 894853"
CMP000288,CR000288,Aarini Chawla,Female,38,Retired,Muslim,OBC,5049278551,"H.No. 479, Bora Nagar, Bijapur-799026"
CMP000289,CR000289,Abhiram Kuruvilla,Male,65,Self Employed,Muslim,SC,4463997632,"H.No. 120, Peri Marg, Sangli-Miraj & Kupwad-786125"
CMP000290,CR000290,Upadhriti Dugar,Female,71,Self Employed,Christian,SC,6200817026,"H.No. 608, Chahal Street, Dibrugarh 720185"
CMP000291,CR000291,Wriddhish Uppal,Male,32,Private Employee,Jain,ST,9471391698,"H.No. 11, Mannan Ganj, Alappuzha-653462"
CMP000292,CR000292,Ekani Lall,Female,19,Private Employee,Sikh,OBC,1453597615,"89/84, Chawla Street, Asansol-395911"
CMP000293,CR000293,Osha Dar,Female,20,Driver,Christian,ST,3292606829,"H.No. 18, Kapur Road, Lucknow 444848"
CMP000294,CR000294,Shivansh Tara,Male,53,Homemaker,Hindu,OBC,7434522763,"H.No. 37, Sridhar Chowk, Solapur-761027"
CMP000295,CR000295,Onveer Chand,Male,65,Student,Jain,General,1482654577,"H.No. 778, Verma Path, Bongaigaon-710526"
CMP000296,CR000296,Zaitra Tandon,Female,56,Private Employee,Hindu,General,4570487338,"59, Tank Zila, Jalandhar-352714"
CMP000297,CR000297,Max Radhakrishnan,Male,60,Homemaker,Hindu,SC,8350436333,"H.No. 80, Bajaj Path, Tumkur-598790"
CMP000298,CR000298,Advika Sehgal,Female,73,Business,Muslim,OBC,2916648937,"H.No. 481, Seshadri Ganj, Suryapet 977132"
CMP000299,CR000299,Rayaan Sama,Male,72,Labourer,Muslim,ST,2515916975,"76/836, Natt Ganj, Danapur 476175"
CMP000300,CR000300,Baghyawati Bains,Female,55,Driver,Jain,SC,6232372721,"H.No. 64, Din Road, Tinsukia 785523"
CMP000301,CR000301,Gayathri Dhawan,Female,37,Farmer,Hindu,SC,8611170466,"48, Naik Path, Jalandhar-283175"
CMP000302,CR000302,Tara Sant,Female,73,Homemaker,Sikh,General,0259682296,"59, Randhawa Zila, Amravati-747814"
CMP000303,CR000303,Ishaan Bera,Male,61,Homemaker,Hindu,ST,3224075418,"37/03, Sankaran, Srinagar-555562"
CMP000304,CR000304,Amruta Vyas,Female,24,Homemaker,Hindu,General,3081771977,"38/413, Lalla Zila, Bhavnagar-140004"
CMP000305,CR000305,Mekhala Dutt,Female,61,Private Employee,Sikh,General,2183295769,"H.No. 17, Parmar Chowk, Gopalpur 432746"
CMP000306,CR000306,Alexander Dutt,Male,72,Self Employed,Hindu,SC,0875643704,"914, Parikh Road, Bhilwara 348242"
CMP000307,CR000307,Zashil Biswas,Male,35,Private Employee,Jain,General,8631290768,"500, Bhalla Circle, Malda-619397"
CMP000308,CR000308,Tamanna Ramaswamy,Female,28,Government Employee,Sikh,OBC,3131816599,"54, Nagi Marg, Bellary 894988"
CMP000309,CR000309,Rachana Chopra,Female,74,Private Employee,Muslim,OBC,1362266432,"82/73, Misra Chowk, Serampore-907248"
CMP000310,CR000310,Falak Divan,Female,45,Homemaker,Jain,General,1261412318,"71/024, Doshi Street, Arrah 520088"
CMP000311,CR000311,Qushi Deshmukh,Female,72,Student,Sikh,SC,9907445170,"648, Chokshi Zila, Yamunanagar-086806"
CMP000312,CR000312,Lakshmi Kala,Female,61,Self Employed,Christian,General,7874688017,"73/704, Varghese Ganj, Pallavaram 239206"
CMP000313,CR000313,Mohammed Sood,Male,68,Self Employed,Jain,ST,3310087399,"H.No. 95, Dani Zila, Medininagar 716030"
CMP000314,CR000314,Samuel Sur,Male,23,Business,Sikh,ST,1370952027,"02/397, Divan Zila, Morena-184115"
CMP000315,CR000315,Matthew Dewan,Male,74,Farmer,Jain,General,2839919760,"94, Dey Ganj, Jalandhar 604361"
CMP000316,CR000316,Vedika Khosla,Female,32,Driver,Jain,OBC,4019036368,"87/743, Mutti Nagar, Patiala-825433"
CMP000317,CR000317,Pavani Memon,Female,59,Business,Muslim,General,5694233756,"961, Barad Zila, Tezpur-837415"
CMP000318,CR000318,Girik Bakshi,Male,57,Business,Hindu,SC,1319204664,"383, Sankaran Path, Bihar Sharif 510157"
CMP000319,CR000319,David Choudhry,Male,40,Self Employed,Jain,ST,8880002811,"H.No. 837, Chatterjee Circle, Ulhasnagar 800839"
CMP000320,CR000320,Warda Buch,Female,32,Private Employee,Christian,OBC,9880696511,"62/023, Luthra, Kolkata 573807"
CMP000321,CR000321,Shivansh Ghosh,Male,31,Government Employee,Hindu,OBC,9506496904,"81, Vohra Zila, Narasaraopet 608632"
CMP000322,CR000322,Anita Basak,Female,71,Student,Jain,OBC,1423352650,"545, Din Chowk, Unnao 921958"
CMP000323,CR000323,Ria Narasimhan,Female,33,Farmer,Christian,General,7728701568,"H.No. 57, Nair Path, Haridwar-560781"
CMP000324,CR000324,Liam Keer,Male,40,Retired,Christian,SC,8681377855,"200, Muni Circle, Firozabad 315044"
CMP000325,CR000325,Xavier Sharaf,Male,65,Business,Sikh,OBC,4367299802,"60, Sekhon Zila, Pali 366959"
CMP000326,CR000326,Rohan Manda,Male,25,Student,Sikh,OBC,3601328068,"91/393, Sanghvi Street, Khandwa 171284"
CMP000327,CR000327,Chakradhar Palla,Male,64,Self Employed,Jain,General,0817414251,"75, Butala Nagar, Bijapur-178167"
CMP000328,CR000328,Harish Char,Male,42,Self Employed,Muslim,OBC,4487740018,"06/715, Dugar Nagar, Kishanganj 397650"
CMP000329,CR000329,Shaurya Bhasin,Male,18,Private Employee,Christian,OBC,4833403050,"574, Bumb Circle, Serampore-018555"
CMP000330,CR000330,Azaan Krishnamurthy,Male,65,Labourer,Sikh,ST,2269281542,"H.No. 29, Devan Chowk, Durg 143255"
CMP000331,CR000331,Vaishnavi Amble,Female,65,Labourer,Jain,General,4048460085,"H.No. 84, Karnik Road, Thrissur 347057"
CMP000332,CR000332,Vyanjana Chad,Female,47,Driver,Muslim,General,9828685412,"33/80, Kaul Road, Solapur 431401"
CMP000333,CR000333,Jasmit Luthra,Female,42,Student,Christian,General,5098225474,"H.No. 558, Dube Zila, Berhampur-360782"
CMP000334,CR000334,Kabir Dar,Male,32,Business,Jain,OBC,3915430867,"H.No. 442, Kala Circle, Mysore 260850"
CMP000335,CR000335,Upasna Hayer,Female,38,Homemaker,Sikh,OBC,2097720795,"H.No. 79, Issac Nagar, Nangloi Jat-017585"
CMP000336,CR000336,Raksha Atwal,Female,37,Self Employed,Muslim,ST,6253042969,"H.No. 92, Tiwari Ganj, Dhanbad-731385"
CMP000337,CR000337,Yug Patel,Male,23,Driver,Muslim,SC,3466103569,"41/93, Verma Chowk, Bhilai 228746"
CMP000338,CR000338,Andrew Mahal,Male,42,Farmer,Muslim,SC,9262326736,"11, Banerjee Marg, Berhampore-009793"
CMP000339,CR000339,Girindra Apte,Male,60,Private Employee,Muslim,SC,1101658399,"04/453, Parsa Path, Indore 930050"
CMP000340,CR000340,Rishi Chopra,Male,43,Homemaker,Sikh,SC,1094124075,"60, Atwal Ganj, Allahabad-216377"
CMP000341,CR000341,Yatan Loke,Male,35,Self Employed,Jain,ST,7134560407,"H.No. 35, Arora Chowk, Ongole 850517"
CMP000342,CR000342,Qarin Som,Male,27,Farmer,Hindu,General,6630238025,"014, Dani Nagar, Siliguri-959843"
CMP000343,CR000343,Aarna Varughese,Female,57,Government Employee,Hindu,General,4802932098,"H.No. 69, Vig Street, Bardhaman 117970"
CMP000344,CR000344,Ekantika Karnik,Female,30,Self Employed,Sikh,OBC,8666380724,"79, Ahluwalia Nagar, Bhopal 165139"
CMP000345,CR000345,Ethan Bose,Male,71,Farmer,Muslim,OBC,7483102086,"23, Panchal Road, Phagwara-873309"
CMP000346,CR000346,Samar Gala,Male,43,Business,Christian,OBC,3680354076,"H.No. 731, Din Zila, Rampur 008146"
CMP000347,CR000347,Fitan Kara,Male,36,Driver,Christian,OBC,5513197688,"41, Narayan Chowk, Gorakhpur-173560"
CMP000348,CR000348,Avni Kapur,Female,54,Driver,Jain,General,7438977945,"32/367, Ramachandran Marg, Katni 182064"
CMP000349,CR000349,Pahal Pillay,Female,20,Student,Sikh,OBC,2917629644,"H.No. 365, Ramachandran Marg, Munger-282610"
CMP000350,CR000350,Ethan Kapadia,Male,23,Labourer,Jain,OBC,1641732754,"44/66, Ravi Road, Jalgaon-156099"
CMP000351,CR000351,Pranav Ganesh,Male,53,Homemaker,Muslim,General,2397010829,"H.No. 283, Grover Street, Nagaon-884090"
CMP000352,CR000352,Sanaya Shankar,Female,36,Private Employee,Hindu,SC,7044772441,"990, Bhatia Circle, Aligarh-765072"
CMP000353,CR000353,Charles Goda,Male,58,Farmer,Jain,SC,3421554726,"48/705, Gole Ganj, Surendranagar Dudhrej 697388"
CMP000354,CR000354,Abhimanyu Pingle,Male,56,Retired,Muslim,SC,8088886576,"H.No. 251, Lata, Anantapur-314767"
CMP000355,CR000355,Tarak Sagar,Male,73,Self Employed,Sikh,SC,0887889743,"H.No. 605, Cheema Ganj, Junagadh-884204"
CMP000356,CR000356,Jason Pandya,Male,74,Farmer,Hindu,General,5562920810,"37, Chaudry Path, Naihati 911471"
CMP000357,CR000357,Aadhya Savant,Female,19,Student,Muslim,SC,5121553420,"66/65, Kadakia Zila, Sikar 429680"
CMP000358,CR000358,Gagan Loyal,Male,65,Private Employee,Muslim,OBC,9326008189,"89/66, Deo Street, Raurkela Industrial Township-151734"
CMP000359,CR000359,Mitali Raghavan,Female,21,Homemaker,Christian,OBC,0389938869,"H.No. 832, Gour Nagar, Bhind 630117"
CMP000360,CR000360,Ojasvi Prabhu,Female,65,Self Employed,Hindu,SC,1368343906,"H.No. 157, Ahuja Ganj, Gandhinagar-857107"
CMP000361,CR000361,Qasim Vig,Male,27,Government Employee,Hindu,OBC,9674503137,"476, Chanda Nagar, Ghaziabad 675574"
CMP000362,CR000362,Ekaja Mohan,Female,38,Farmer,Muslim,SC,5412838283,"H.No. 148, Dyal, Sultan Pur Majra-703869"
CMP000363,CR000363,Jagat Kapur,Male,58,Government Employee,Muslim,SC,3274408934,"641, Deshpande Ganj, Raipur 288679"
CMP000364,CR000364,Deepa Krishnan,Female,19,Private Employee,Christian,ST,5728808367,"603, Gola Path, Morbi 403079"
CMP000365,CR000365,Nitesh Narayanan,Male,44,Retired,Sikh,ST,8344611592,"91/355, Dasgupta Ganj, Nagercoil 018886"
CMP000366,CR000366,Falan Dara,Male,38,Student,Hindu,SC,6686544451,"05/99, Mann Path, Tinsukia-327565"
CMP000367,CR000367,Rushil Sundaram,Male,69,Homemaker,Sikh,SC,6760254527,"H.No. 128, Nanda Street, Indore 015304"
CMP000368,CR000368,Chakradev More,Male,54,Farmer,Muslim,General,7090989004,"12, Bhalla, Hazaribagh 009348"
CMP000369,CR000369,Frederick Borde,Male,47,Driver,Christian,General,1537943895,"43/21, Sankar Chowk, Kalyan-Dombivli-683165"
CMP000370,CR000370,Netra Merchant,Female,45,Government Employee,Sikh,SC,2514475280,"37/28, Kothari Circle, Latur 523250"
CMP000371,CR000371,Harsh Gade,Male,69,Self Employed,Muslim,OBC,6247955048,"H.No. 45, Oak Circle, Kota-126604"
CMP000372,CR000372,Ekalinga Zacharia,Male,23,Business,Sikh,SC,9963815802,"511, Tripathi Street, Anantapuram-958334"
CMP000373,CR000373,Varsha Kala,Female,32,Student,Christian,General,2035242396,"11, Mohan Zila, Kota-140565"
CMP000374,CR000374,Maya Golla,Female,22,Private Employee,Christian,General,2101771636,"H.No. 72, Ramachandran Nagar, Muzaffarnagar 146117"
CMP000375,CR000375,Vasudha Minhas,Female,30,Private Employee,Christian,ST,0031672546,"H.No. 165, Chaudhari Zila, Mehsana-325755"
CMP000376,CR000376,Jagrati Ravel,Female,63,Student,Sikh,General,7563102447,"99/26, Karpe Road, Jorhat-289786"
CMP000377,CR000377,Bahadurjit Ray,Male,65,Private Employee,Hindu,ST,1965528464,"H.No. 29, Randhawa Zila, Tiruchirappalli-446281"
CMP000378,CR000378,Siya Majumdar,Female,52,Retired,Muslim,SC,3138814698,"H.No. 678, Ramaswamy Street, Kishanganj-683171"
CMP000379,CR000379,Aachal Bhandari,Female,71,Farmer,Muslim,ST,8901786757,"63/039, Thakur Road, Erode 738607"
CMP000380,CR000380,Andrew Wadhwa,Male,62,Homemaker,Christian,ST,6734388424,"82/79, Murthy Path, Lucknow-356896"
CMP000381,CR000381,Abhimanyu Sawhney,Male,25,Retired,Jain,General,2512204721,"88/673, Bhakta, Kottayam 661309"
CMP000382,CR000382,William Venkatesh,Male,28,Retired,Hindu,ST,2055077632,"27/11, Buch Road, Ajmer 631966"
CMP000383,CR000383,Oni Memon,Female,27,Business,Muslim,ST,1669604140,"H.No. 40, Khosla Marg, Rewa-374019"
CMP000384,CR000384,Dhruv Kari,Male,73,Labourer,Hindu,SC,4516600769,"H.No. 900, Om Street, Bellary-967100"
CMP000385,CR000385,Kashvi Bath,Female,69,Private Employee,Jain,OBC,7940293105,"81/06, Narula Path, Baranagar 138300"
CMP000386,CR000386,Chavvi Kaul,Female,56,Retired,Sikh,SC,8525173222,"H.No. 80, Luthra Nagar, Gwalior 139849"
CMP000387,CR000387,Abeer Mane,Male,49,Homemaker,Muslim,OBC,1483455981,"H.No. 485, Sidhu Nagar, Ajmer 608241"
CMP000388,CR000388,Caleb Agate,Male,61,Self Employed,Jain,ST,1260878589,"630, Deep Ganj, Chandigarh-851732"
CMP000389,CR000389,Nidhi Desai,Female,47,Retired,Sikh,OBC,9714597104,"H.No. 131, Hora Circle, Bathinda 528869"
CMP000390,CR000390,Anya Chander,Female,55,Labourer,Jain,SC,8000018877,"678, Gole Ganj, Korba-501779"
CMP000391,CR000391,Patrick Bose,Male,56,Labourer,Christian,SC,5010099005,"H.No. 751, Aggarwal Street, Gulbarga 592477"
CMP000392,CR000392,Leena Ramakrishnan,Female,51,Self Employed,Christian,OBC,0823087712,"76, Mander Circle, Thrissur-036779"
CMP000393,CR000393,Banjeet Raja,Male,24,Homemaker,Sikh,OBC,2938808311,"579, Kaur Street, Mirzapur-231306"
CMP000394,CR000394,Utkarsh Sridhar,Male,53,Retired,Hindu,ST,6429802662,"H.No. 02, Varghese Nagar, Allahabad 518001"
CMP000395,CR000395,Hemang Toor,Male,65,Farmer,Muslim,General,1890067916,"H.No. 31, Natt Chowk, Hazaribagh 787436"
CMP000396,CR000396,Max Bhalla,Male,49,Driver,Jain,SC,3791087688,"44/766, Lata Ganj, Ludhiana 816029"
CMP000397,CR000397,Deepa Sha,Female,54,Government Employee,Jain,OBC,7424984032,"577, Mukhopadhyay Nagar, Aurangabad 117946"
CMP000398,CR000398,Ojas Mall,Male,66,Labourer,Christian,General,9358266340,"35/344, Bakshi Road, Chandigarh-016384"
